pais,jugador,posicion_listado
Inglaterra,Marcus Rashford,DELANTEROS
Inglaterra,Anthony Gordon,DELANTEROS
Inglaterra,Eberechi Eze,DELANTEROS
Croacia,Dominik Livakovic,ARQUEROS
Croacia,Dominik Kotarski,ARQUEROS
Croacia,Ivor Pandur,ARQUEROS
Croacia,Josko Gvardiol,DEFENSORES
Croacia,Duje Caleta-Car,DEFENSORES
Croacia,Josip Sutalo,DEFENSORES
Croacia,Josip Stanisic,DEFENSORES
Croacia,Marin Pongračić,DEFENSORES
Croacia,Martin Erlic,DEFENSORES
Croacia,Luka Vuskovic,DEFENSORES
Croacia,Luka Modric,MEDIOCAMPISTAS
Croacia,Mateo Kovacic,MEDIOCAMPISTAS
Croacia,Mario Pasalic,MEDIOCAMPISTAS
Croacia,Nikola Vlasic,MEDIOCAMPISTAS
Croacia,Luka Sucic,MEDIOCAMPISTAS
Croacia,Martin Baturina,MEDIOCAMPISTAS
Croacia,Kristijan Jakic,MEDIOCAMPISTAS
Croacia,Petar Sucic,MEDIOCAMPISTAS
Croacia,Nikola Moro,MEDIOCAMPISTAS
Croacia,Toni Fruk,MEDIOCAMPISTAS
Croacia,Ivan Perisic,DELANTEROS
Croacia,Andrej Kramaric,DELANTEROS
Croacia,Ante Budimir,DELANTEROS
Croacia,Marco Pasalic,DELANTEROS
Croacia,Petar Musa,DELANTEROS
Croacia,Igor Matanovic,DELANTEROS
Panamá,Orlando Mosquera,ARQUEROS
Panamá,Luis Mejía,ARQUEROS
Panamá,César Samudio,ARQUEROS
Panamá,César Blackman,DEFENSORES
Panamá,Jorge Gutiérrez,DEFENSORES
Panamá,Amir Murillo,DEFENSORES
Panamá,Fidel Escobar,DEFENSORES
Panamá,Andrés Andrade,DEFENSORES
Panamá,Edgardo Fariña,DEFENSORES
Panamá,José Córdoba,DEFENSORES
Panamá,Eric Davis,DEFENSORES
Panamá,Jiovani Ramos,DEFENSORES
Panamá,Roderick Miller,DEFENSORES
Panamá,Aníbal Godoy,MEDIOCAMPISTAS
Panamá,Adalberto Carrasquilla,MEDIOCAMPISTAS
Panamá,Carlos Harvey,MEDIOCAMPISTAS
Panamá,Cristian Martínez,MEDIOCAMPISTAS
Panamá,José Luis Rodríguez,MEDIOCAMPISTAS
Panamá,César Yanis,MEDIOCAMPISTAS
Panamá,Yoel Bárcenas,MEDIOCAMPISTAS
Panamá,Alberto Quintero,MEDIOCAMPISTAS
Panamá,Azarías Londoño,MEDIOCAMPISTAS
Panamá,Ismael Díaz,DELANTEROS
Panamá,Cecilio Waterman,DELANTEROS
Panamá,José Fajardo,DELANTEROS
Panamá,Tomás Rodríguez,DELANTEROS
Ghana,Benjamin Asare,ARQUEROS
Ghana,Lawrence Ati-Zigi,ARQUEROS
Ghana,Joseph Anang,ARQUEROS
Ghana,Baba Rahman,DEFENSORES
Ghana,Gideon Mensah,DEFENSORES
Ghana,Marvin Senaya,DEFENSORES
Ghana,Alidu Seidu,DEFENSORES
Ghana,Abdul Mumin,DEFENSORES
Ghana,Jerome Opoku,DEFENSORES
Ghana,Jonas Adjetey,DEFENSORES
Ghana,Kojo Peprah,DEFENSORES
Ghana,Derrick Luckassen,DEFENSORES
Ghana,Elisha Owusu,MEDIOCAMPISTAS
Ghana,Thomas Partey,MEDIOCAMPISTAS
Ghana,Kwasi Sibo,MEDIOCAMPISTAS
Ghana,Augustine Boakye,MEDIOCAMPISTAS
Ghana,Caleb Yirenkyi,MEDIOCAMPISTAS
Ghana,Abdul Fatawu,MEDIOCAMPISTAS
Ghana,Kamaldeen Sulemana,DELANTEROS
Ghana,Ernest Nuamah,DELANTEROS
Ghana,Antoine Semenyo,DELANTEROS
Ghana,Christopher Bonsu Baah,DELANTEROS
Ghana,Brandon Thomas-Asante,DELANTEROS
Ghana,Iñaki Williams,DELANTEROS
Ghana,Jordan Ayew,DELANTEROS
Ghana,Prince Adu,DELANTEROS
